Codice Univoco submisura;CUP ;codice fiscale PROGRAMMATORE;Denominazione PROGRAMMATORE;forma giuridica PROGRAMMATORE;descrizione forma giuritica PROGRAMMATORE;Codice ATECO PROGRAMMATORE ;codice fiscale  ATTUATORE;Denominazione ATTUATORE;forma giuridica ATTUATORE;descrizione forma giuritica ATTUATORE;Codice ATECO ATTUTORE;codice fiscale BENEFICIARIO;Denominazione BENEFICIARIO;forma giuridica_BENEFICIARIO;descrizione forma giuritica  BENEFICIARIO;Codice ATECO BENEFICIARIO 
M1C2I5.01.01;E61B21008500006;80213330584;MINISTERO DEGLI AFFARI ESTERI E DELLA CO;38;Ministero;84.21.00;04750630750;ARATRAVEL S.R.L.;11;Società  a responsabilità  limitata;79.11.00;04750630750;ARATRAVEL S.R.L.;11;Società  a responsabilità  limitata;79.11.00
M1C2I5.01.01;E81B21013760006;80213330584;MINISTERO DEGLI AFFARI ESTERI E DELLA CO;38;Ministero;84.21.00;13012241009;TROVABANDO S.R.L.;11;Società  a responsabilità  limitata;70.22.01;13012241009;TROVABANDO S.R.L.;11;Società  a responsabilità  limitata;70.22.01
M1C2I5.01.01;E11B21008730006;80213330584;MINISTERO DEGLI AFFARI ESTERI E DELLA CO;38;Ministero;84.21.00;02070190125;VERNITES S.R.L.;11;Società  a responsabilità  limitata;20.30.00;02070190125;VERNITES S.R.L.;11;Società  a responsabilità  limitata;20.30.00
M1C2I5.01.01;E81B21010940006;80213330584;MINISTERO DEGLI AFFARI ESTERI E DELLA CO;38;Ministero;84.21.00;06785921005;P.C. COMPONENTS EUROPE SOCIETA' A RESPON;11;Società  a responsabilità  limitata;46.52.09;06785921005;P.C. COMPONENTS EUROPE SOCIETA' A RESPON;11;Società  a responsabilità  limitata;46.52.09
M1C2I5.01.01;E71B21010060006;80213330584;MINISTERO DEGLI AFFARI ESTERI E DELLA CO;38;Ministero;84.21.00;01517860480;MFM S.R.L.;11;Società  a responsabilità  limitata;47.11.10;01517860480;MFM S.R.L.;11;Società  a responsabilità  limitata;47.11.10
M1C2I5.01.01;E91B21008380006;80213330584;MINISTERO DEGLI AFFARI ESTERI E DELLA CO;38;Ministero;84.21.00;00272580309;MOROSO S.P.A.;10;Società  per azioni;31.09.10;00272580309;MOROSO S.P.A.;10;Società  per azioni;31.09.10
M1C2I5.01.01;E61B21010840006;80213330584;MINISTERO DEGLI AFFARI ESTERI E DELLA CO;38;Ministero;84.21.00;01585490566;ALICE CERAMICA S.R.L.;11;Società  a responsabilità  limitata;23.41.00;01585490566;ALICE CERAMICA S.R.L.;11;Società  a responsabilità  limitata;23.41.00
M1C2I5.01.01;E91B21007510006;80213330584;MINISTERO DEGLI AFFARI ESTERI E DELLA CO;38;Ministero;84.21.00;02359550361;IK MULTIMEDIA PRODUCTION SRL;11;Società  a responsabilità  limitata;58.29.00;02359550361;IK MULTIMEDIA PRODUCTION SRL;11;Società  a responsabilità  limitata;58.29.00
M1C2I5.01.01;E61B21009070006;80213330584;MINISTERO DEGLI AFFARI ESTERI E DELLA CO;38;Ministero;84.21.00;00133260257;DI ESSE S.R.L.;11;Società  a responsabilità  limitata;32.50.14;00133260257;DI ESSE S.R.L.;11;Società  a responsabilità  limitata;32.50.14
M1C2I5.01.01;E81B21014330006;80213330584;MINISTERO DEGLI AFFARI ESTERI E DELLA CO;38;Ministero;84.21.00;00689970747;INDUSTRIA TRASFORMAZIONE ROTTAMI METALLI;11;Società  a responsabilità  limitata;38.32.10;00689970747;INDUSTRIA TRASFORMAZIONE ROTTAMI METALLI;11;Società  a responsabilità  limitata;38.32.10
M1C2I5.01.01;E51B21006530006;80213330584;MINISTERO DEGLI AFFARI ESTERI E DELLA CO;38;Ministero;84.21.00;07900800728;CONSFRU S.R.L.;11;Società  a responsabilità  limitata;46.31.10;07900800728;CONSFRU S.R.L.;11;Società  a responsabilità  limitata;46.31.10
M1C2I5.01.01;E11B21012460006;80213330584;MINISTERO DEGLI AFFARI ESTERI E DELLA CO;38;Ministero;84.21.00;03788320244;BRUNNEN INDUSTRIE S.R.L.;11;Società  a responsabilità  limitata;46.73.10;03788320244;BRUNNEN INDUSTRIE S.R.L.;11;Società  a responsabilità  limitata;46.73.10
M1C2I5.01.01;E11B21008740006;80213330584;MINISTERO DEGLI AFFARI ESTERI E DELLA CO;38;Ministero;84.21.00;01461700294;MAKILEA S.R.L.;11;Società  a responsabilità  limitata;46.42.10;01461700294;MAKILEA S.R.L.;11;Società  a responsabilità  limitata;46.42.10
M1C2I5.01.01;E41B21012420006;80213330584;MINISTERO DEGLI AFFARI ESTERI E DELLA CO;38;Ministero;84.21.00;04230700611;MIRRA & C. S.R.L.;11;Società  a responsabilità  limitata;46.39.10;04230700611;MIRRA & C. S.R.L.;11;Società  a responsabilità  limitata;46.39.10
M1C2I5.01.01;E11B21012750006;80213330584;MINISTERO DEGLI AFFARI ESTERI E DELLA CO;38;Ministero;84.21.00;05287400658;ORODIAMALFI S.R.L.;11;Società  a responsabilità  limitata;46.34.10;05287400658;ORODIAMALFI S.R.L.;11;Società  a responsabilità  limitata;46.34.10
M1C2I5.01.01;E11B21007570006;80213330584;MINISTERO DEGLI AFFARI ESTERI E DELLA CO;38;Ministero;84.21.00;01321490193;M.A. GROUP S.R.L.;12;Srl con un unico socio;43.21.02;01321490193;M.A. GROUP S.R.L.;12;Srl con un unico socio;43.21.02
M1C2I5.01.01;E81B21013770006;80213330584;MINISTERO DEGLI AFFARI ESTERI E DELLA CO;38;Ministero;84.21.00;09044461003;YANA IMMOBILIARE S.R.L.;11;Società  a responsabilità  limitata;68.10.00;09044461003;YANA IMMOBILIARE S.R.L.;11;Società  a responsabilità  limitata;68.10.00
M1C2I5.01.01;E51B21005690006;80213330584;MINISTERO DEGLI AFFARI ESTERI E DELLA CO;38;Ministero;84.21.00;02052330137;FASB LINEA 2 S.R.L.;11;Società  a responsabilità  limitata;24.20.10;02052330137;FASB LINEA 2 S.R.L.;11;Società  a responsabilità  limitata;24.20.10
M1C2I5.01.01;E31B21011250006;80213330584;MINISTERO DEGLI AFFARI ESTERI E DELLA CO;38;Ministero;84.21.00;00572420123;PRINA TESSUTI S.R.L.;11;Società  a responsabilità  limitata;13.20.00;00572420123;PRINA TESSUTI S.R.L.;11;Società  a responsabilità  limitata;13.20.00
M1C2I5.01.01;E21B21009540006;80213330584;MINISTERO DEGLI AFFARI ESTERI E DELLA CO;38;Ministero;84.21.00;03598111007;CI.DI.SERVICE S.R.L.;11;Società  a responsabilità  limitata;45.32.00;03598111007;CI.DI.SERVICE S.R.L.;11;Società  a responsabilità  limitata;45.32.00
M1C2I5.01.01;E61B21006540006;80213330584;MINISTERO DEGLI AFFARI ESTERI E DELLA CO;38;Ministero;84.21.00;11337490152;TECNOLOGIE INDUSTRIALI & AERONAUTICHE S.;11;Società  a responsabilità  limitata;30.30.01;11337490152;TECNOLOGIE INDUSTRIALI & AERONAUTICHE S.;11;Società  a responsabilità  limitata;30.30.01
M1C2I5.01.01;E41B21014900006;80213330584;MINISTERO DEGLI AFFARI ESTERI E DELLA CO;38;Ministero;84.21.00;02272130598;LUCARELLI ALFERINO S.R.L.;11;Società  a responsabilità  limitata;10.39.00;02272130598;LUCARELLI ALFERINO S.R.L.;11;Società  a responsabilità  limitata;10.39.00
M1C2I5.01.01;E11B21008750006;80213330584;MINISTERO DEGLI AFFARI ESTERI E DELLA CO;38;Ministero;84.21.00;00423490168;POLICROM SCREENS S.P.A.;10;Società  per azioni;22.21.00;00423490168;POLICROM SCREENS S.P.A.;10;Società  per azioni;22.21.00
M1C2I5.01.01;E21B21008070006;80213330584;MINISTERO DEGLI AFFARI ESTERI E DELLA CO;38;Ministero;84.21.00;07574740150;GIORGIO COLLECTION S.R.L.;12;Srl con un unico socio;31.02.00;07574740150;GIORGIO COLLECTION S.R.L.;12;Srl con un unico socio;31.02.00
M1C2I5.01.01;E11B21012760006;80213330584;MINISTERO DEGLI AFFARI ESTERI E DELLA CO;38;Ministero;84.21.00;12507271000;I PROFUMATORI S.R.L.;11;Società  a responsabilità  limitata;46.44.10;12507271000;I PROFUMATORI S.R.L.;11;Società  a responsabilità  limitata;46.44.10
M1C2I5.01.01;E81B21007660006;80213330584;MINISTERO DEGLI AFFARI ESTERI E DELLA CO;38;Ministero;84.21.00;00320860422;CANTORI - S.R.L.;11;Società  a responsabilità  limitata;24.42.00;00320860422;CANTORI - S.R.L.;11;Società  a responsabilità  limitata;24.42.00
M1C2I5.01.01;E61B21010850006;80213330584;MINISTERO DEGLI AFFARI ESTERI E DELLA CO;38;Ministero;84.21.00;00265680728;AS LABRUNA S.R.L.;11;Società  a responsabilità  limitata;28.11.11;00265680728;AS LABRUNA S.R.L.;11;Società  a responsabilità  limitata;28.11.11
M1C2I5.01.01;E41B21010320006;80213330584;MINISTERO DEGLI AFFARI ESTERI E DELLA CO;38;Ministero;84.21.00;00323790238;LA PONTE MARMI S.R.L.;11;Società  a responsabilità  limitata;23.70.10;00323790238;LA PONTE MARMI S.R.L.;11;Società  a responsabilità  limitata;23.70.10
M1C2I5.01.01;E41B21012430006;80213330584;MINISTERO DEGLI AFFARI ESTERI E DELLA CO;38;Ministero;84.21.00;08188510963;MY LUXURY CLUB SOCIETA' A RESPONSABILITA;11;Società  a responsabilità  limitata;74.90.11;08188510963;MY LUXURY CLUB SOCIETA' A RESPONSABILITA;11;Società  a responsabilità  limitata;74.90.11
M1C2I5.01.01;E81B21014340006;80213330584;MINISTERO DEGLI AFFARI ESTERI E DELLA CO;38;Ministero;84.21.00;10435191001;BIO-T S.R.L.;11;Società  a responsabilità  limitata;46.46.10;10435191001;BIO-T S.R.L.;11;Società  a responsabilità  limitata;46.46.10
M1C2I5.01.01;E41B21009060006;80213330584;MINISTERO DEGLI AFFARI ESTERI E DELLA CO;38;Ministero;84.21.00;02501880047;LA MANTA FOODS  S.R.L.;11;Società  a responsabilità  limitata;10.31.00;02501880047;LA MANTA FOODS  S.R.L.;11;Società  a responsabilità  limitata;10.31.00
M1C2I5.01.01;E71B21009680006;80213330584;MINISTERO DEGLI AFFARI ESTERI E DELLA CO;38;Ministero;84.21.00;04249290752;SIRE S.R.L.;11;Società  a responsabilità  limitata;31.02.00;04249290752;SIRE S.R.L.;11;Società  a responsabilità  limitata;31.02.00
M1C2I5.01.01;E21B21006510006;80213330584;MINISTERO DEGLI AFFARI ESTERI E DELLA CO;38;Ministero;84.21.00;01413300425;COMELIT S.P.A.;10;Società  per azioni;27.11.00;01413300425;COMELIT S.P.A.;10;Società  per azioni;27.11.00
M1C2I5.01.01;E11B21010630006;80213330584;MINISTERO DEGLI AFFARI ESTERI E DELLA CO;38;Ministero;84.21.00;05042880723;CLEMENTE S.R.L.;11;Società  a responsabilità  limitata;28.22.02;05042880723;CLEMENTE S.R.L.;11;Società  a responsabilità  limitata;28.22.02
M1C2I5.01.01;E41B21015380006;80213330584;MINISTERO DEGLI AFFARI ESTERI E DELLA CO;38;Ministero;84.21.00;12977400154;GPG ASSOCIATI - S.R.L.;11;Società  a responsabilità  limitata;70.21.00;12977400154;GPG ASSOCIATI - S.R.L.;11;Società  a responsabilità  limitata;70.21.00
M1C2I5.01.01;E31B21008230006;80213330584;MINISTERO DEGLI AFFARI ESTERI E DELLA CO;38;Ministero;84.21.00;03970050245;THE ID FACTORY S.R.L. SOCIETA' BENEFIT;11;Società  a responsabilità  limitata;62.09.09;03970050245;THE ID FACTORY S.R.L. SOCIETA' BENEFIT;11;Società  a responsabilità  limitata;62.09.09
M1C2I5.01.01;E81B21013780006;80213330584;MINISTERO DEGLI AFFARI ESTERI E DELLA CO;38;Ministero;84.21.00;00218570364;L.B. - OFFICINE MECCANICHE - S.P.A.;10;Società  per azioni;28.99.10;00218570364;L.B. - OFFICINE MECCANICHE - S.P.A.;10;Società  per azioni;28.99.10
M1C2I5.01.01;E41B21010330006;80213330584;MINISTERO DEGLI AFFARI ESTERI E DELLA CO;38;Ministero;84.21.00;01377010465;ARPECA S.P.A.;10;Società  per azioni;33.15.00;01377010465;ARPECA S.P.A.;10;Società  per azioni;33.15.00
M1C2I5.01.01;E11B21010640006;80213330584;MINISTERO DEGLI AFFARI ESTERI E DELLA CO;38;Ministero;84.21.00;03787640618;LA PRIMAVERA S.R.L.;11;Società  a responsabilità  limitata;46.31.10;03787640618;LA PRIMAVERA S.R.L.;11;Società  a responsabilità  limitata;46.31.10
M1C2I5.01.01;E81B21014350006;80213330584;MINISTERO DEGLI AFFARI ESTERI E DELLA CO;38;Ministero;84.21.00;02518150814;PIETRO LOMBARDO S.R.L.;11;Società  a responsabilità  limitata;47.59.10;02518150814;PIETRO LOMBARDO S.R.L.;11;Società  a responsabilità  limitata;47.59.10
M1C2I5.01.01;E31B21008240006;80213330584;MINISTERO DEGLI AFFARI ESTERI E DELLA CO;38;Ministero;84.21.00;01404340133;RIVA INDUSTRIA MOBILI S.P.A.;10;Società  per azioni;31.09.10;01404340133;RIVA INDUSTRIA MOBILI S.P.A.;10;Società  per azioni;31.09.10
M1C2I5.01.01;E71B21009690006;80213330584;MINISTERO DEGLI AFFARI ESTERI E DELLA CO;38;Ministero;84.21.00;05003480638;CAFE' CENTRO BRASIL VITTORIO WURZBURGER;07;Società  in accomandita semplice;10.83.01;05003480638;CAFE' CENTRO BRASIL VITTORIO WURZBURGER;07;Società  in accomandita semplice;10.83.01
M1C2I5.01.01;E61B21007380006;80213330584;MINISTERO DEGLI AFFARI ESTERI E DELLA CO;38;Ministero;84.21.00;01684000761;KBB S.R.L.;11;Società  a responsabilità  limitata;28.93.00;01684000761;KBB S.R.L.;11;Società  a responsabilità  limitata;28.93.00
M1C2I5.01.01;E61B21009080006;80213330584;MINISTERO DEGLI AFFARI ESTERI E DELLA CO;38;Ministero;84.21.00;00056090566;KERASAN - S.R.L.;11;Società  a responsabilità  limitata;23.42.00;00056090566;KERASAN - S.R.L.;11;Società  a responsabilità  limitata;23.42.00
M1C2I5.01.01;E31B21013350006;80213330584;MINISTERO DEGLI AFFARI ESTERI E DELLA CO;38;Ministero;84.21.00;05902860484;CENTROSEDIA S.R.L.;11;Società  a responsabilità  limitata;31.09.10;05902860484;CENTROSEDIA S.R.L.;11;Società  a responsabilità  limitata;31.09.10
M1C2I5.01.01;E41B21009070006;80213330584;MINISTERO DEGLI AFFARI ESTERI E DELLA CO;38;Ministero;84.21.00;01259240412;CURVET S.R.L.;11;Società  a responsabilità  limitata;23.12.00;01259240412;CURVET S.R.L.;11;Società  a responsabilità  limitata;23.12.00
M1C2I5.01.01;E11B21012470006;80213330584;MINISTERO DEGLI AFFARI ESTERI E DELLA CO;38;Ministero;84.21.00;04877260267;FABBRICA ITALIANA OCCHIALI S.R.L.;11;Società  a responsabilità  limitata;32.50.14;04877260267;FABBRICA ITALIANA OCCHIALI S.R.L.;11;Società  a responsabilità  limitata;32.50.14
M1C2I5.01.01;E41B21010340006;80213330584;MINISTERO DEGLI AFFARI ESTERI E DELLA CO;38;Ministero;84.21.00;00597780451;SAVEMA  S.P.A.;10;Società  per azioni;23.70.10;00597780451;SAVEMA  S.P.A.;10;Società  per azioni;23.70.10
M1C2I5.01.01;E91B21009090006;80213330584;MINISTERO DEGLI AFFARI ESTERI E DELLA CO;38;Ministero;84.21.00;02475780819;CENTRO SISTEMI INNOVATIVI S.R.L. O IN SI;11;Società  a responsabilità  limitata;47.52.10;02475780819;CENTRO SISTEMI INNOVATIVI S.R.L. O IN SI;11;Società  a responsabilità  limitata;47.52.10
M1C2I5.01.01;E51B21008460006;80213330584;MINISTERO DEGLI AFFARI ESTERI E DELLA CO;38;Ministero;84.21.00;01759080938;TCREA S.R.L.;11;Società  a responsabilità  limitata;26.40.02;01759080938;TCREA S.R.L.;11;Società  a responsabilità  limitata;26.40.02
M1C2I5.01.01;E91B21006730006;80213330584;MINISTERO DEGLI AFFARI ESTERI E DELLA CO;38;Ministero;84.21.00;07960580723;ELEGANZA ITALIANA S.R.L.;11;Società  a responsabilità  limitata;43.39.01;07960580723;ELEGANZA ITALIANA S.R.L.;11;Società  a responsabilità  limitata;43.39.01
M1C2I5.01.01;E11B21012480006;80213330584;MINISTERO DEGLI AFFARI ESTERI E DELLA CO;38;Ministero;84.21.00;SPGFSE59R28B354G;NONSOLOCOLTELLI DI SPIGA EFISIO;02;Imprenditore individuale non agricolo;25.71.00;SPGFSE59R28B354G;NONSOLOCOLTELLI DI SPIGA EFISIO;02;Imprenditore individuale non agricolo;25.71.00
M1C2I5.01.01;E11B21008760006;80213330584;MINISTERO DEGLI AFFARI ESTERI E DELLA CO;38;Ministero;84.21.00;02075430260;GMI S.R.L.;11;Società  a responsabilità  limitata;28.94.10;02075430260;GMI S.R.L.;11;Società  a responsabilità  limitata;28.94.10
M1C2I5.01.01;E41B21012440006;80213330584;MINISTERO DEGLI AFFARI ESTERI E DELLA CO;38;Ministero;84.21.00;02531570873;COMPIR S.R.L.;11;Società  a responsabilità  limitata;31.09.10;02531570873;COMPIR S.R.L.;11;Società  a responsabilità  limitata;31.09.10
M1C2I5.01.01;E61B21011240006;80213330584;MINISTERO DEGLI AFFARI ESTERI E DELLA CO;38;Ministero;84.21.00;05808481211;INFOCUBE S.R.L.;11;Società  a responsabilità  limitata;62.02.00;05808481211;INFOCUBE S.R.L.;11;Società  a responsabilità  limitata;62.02.00
M1C2I5.01.01;E81B21007670006;80213330584;MINISTERO DEGLI AFFARI ESTERI E DELLA CO;38;Ministero;84.21.00;00360680441;G.E.M. ELETTRONICA S.R.L.;11;Società  a responsabilità  limitata;26.51.10;00360680441;G.E.M. ELETTRONICA S.R.L.;11;Società  a responsabilità  limitata;26.51.10
M1C2I5.01.01;E31B21013010006;80213330584;MINISTERO DEGLI AFFARI ESTERI E DELLA CO;38;Ministero;84.21.00;02392070989;IRON SISTEMI S.R.L.;11;Società  a responsabilità  limitata;25.50.00;02392070989;IRON SISTEMI S.R.L.;11;Società  a responsabilità  limitata;25.50.00
M1C2I5.01.01;E81B21008700006;80213330584;MINISTERO DEGLI AFFARI ESTERI E DELLA CO;38;Ministero;84.21.00;12128951006;RAGU' COMMUNICATION - S.R.L.;11;Società  a responsabilità  limitata;74.90.11;12128951006;RAGU' COMMUNICATION - S.R.L.;11;Società  a responsabilità  limitata;74.90.11
M1C2I5.01.01;E31B21011260006;80213330584;MINISTERO DEGLI AFFARI ESTERI E DELLA CO;38;Ministero;84.21.00;01785040708;BUILDING & CLEANING SERVICES S.R.L.;11;Società  a responsabilità  limitata;81.21.00;01785040708;BUILDING & CLEANING SERVICES S.R.L.;11;Società  a responsabilità  limitata;81.21.00
M1C2I5.01.01;E11B21012770006;80213330584;MINISTERO DEGLI AFFARI ESTERI E DELLA CO;38;Ministero;84.21.00;02972480160;LAI S.R.L.;11;Società  a responsabilità  limitata;26.60.09;02972480160;LAI S.R.L.;11;Società  a responsabilità  limitata;26.60.09
M1C2I5.01.01;E51B21004940006;80213330584;MINISTERO DEGLI AFFARI ESTERI E DELLA CO;38;Ministero;84.21.00;02061320277;ORMESANI S.R.L.;11;Società  a responsabilità  limitata;52.29.10;02061320277;ORMESANI S.R.L.;11;Società  a responsabilità  limitata;52.29.10
M1C2I5.01.01;E31B21013020006;80213330584;MINISTERO DEGLI AFFARI ESTERI E DELLA CO;38;Ministero;84.21.00;01765190598;GRUPPO ALIMENTARE LAZIALE S.R.L.;12;Srl con un unico socio;46.39.10;01765190598;GRUPPO ALIMENTARE LAZIALE S.R.L.;12;Srl con un unico socio;46.39.10
M1C2I5.01.01;E41B21010350006;80213330584;MINISTERO DEGLI AFFARI ESTERI E DELLA CO;38;Ministero;84.21.00;05994180155;METANO IMPIANTI S.R.L.;11;Società  a responsabilità  limitata;28.29.10;05994180155;METANO IMPIANTI S.R.L.;11;Società  a responsabilità  limitata;28.29.10
M1C2I5.01.01;E41B21012450006;80213330584;MINISTERO DEGLI AFFARI ESTERI E DELLA CO;38;Ministero;84.21.00;02137470643;SOFT TECNOLOGY S.R.L.;11;Società  a responsabilità  limitata;46.66.00;02137470643;SOFT TECNOLOGY S.R.L.;11;Società  a responsabilità  limitata;46.66.00
M1C2I5.01.01;E71B21010070006;80213330584;MINISTERO DEGLI AFFARI ESTERI E DELLA CO;38;Ministero;84.21.00;00781500152;I.P.A. INDUSTRIA PORCELLANE S.P.A.;10;Società  per azioni;23.49.00;00781500152;I.P.A. INDUSTRIA PORCELLANE S.P.A.;10;Società  per azioni;23.49.00
M1C2I5.01.01;E31B21008250006;80213330584;MINISTERO DEGLI AFFARI ESTERI E DELLA CO;38;Ministero;84.21.00;01931680670;FUEL SOLUTION SOCIETA' A RESPONSABILITA';11;Società  a responsabilità  limitata;25.29.00;01931680670;FUEL SOLUTION SOCIETA' A RESPONSABILITA';11;Società  a responsabilità  limitata;25.29.00
M1C2I5.01.01;E61B21010860006;80213330584;MINISTERO DEGLI AFFARI ESTERI E DELLA CO;38;Ministero;84.21.00;02258080205;LIFE SNACK S.R.L.;11;Società  a responsabilità  limitata;10.72.00;02258080205;LIFE SNACK S.R.L.;11;Società  a responsabilità  limitata;10.72.00
M1C2I5.01.01;E81B21008710006;80213330584;MINISTERO DEGLI AFFARI ESTERI E DELLA CO;38;Ministero;84.21.00;01832790354;STARPOWER SRL;11;Società  a responsabilità  limitata;27.11.00;01832790354;STARPOWER SRL;11;Società  a responsabilità  limitata;27.11.00
M1C2I5.01.01;E91B21009100006;80213330584;MINISTERO DEGLI AFFARI ESTERI E DELLA CO;38;Ministero;84.21.00;01652790518;LA COLLINA TOSCANA S.P.A.;10;Società  per azioni;10.41.10;01652790518;LA COLLINA TOSCANA S.P.A.;10;Società  per azioni;10.41.10
M1C2I5.01.01;E81B21014360006;80213330584;MINISTERO DEGLI AFFARI ESTERI E DELLA CO;38;Ministero;84.21.00;11988870157;TERME DI SATURNIA S.P.A.;10;Società  per azioni;55.10.00;11988870157;TERME DI SATURNIA S.P.A.;10;Società  per azioni;55.10.00
M1C2I5.01.01;E51B21004950006;80213330584;MINISTERO DEGLI AFFARI ESTERI E DELLA CO;38;Ministero;84.21.00;00438160475;CIMA IMPIANTI  S.P.A. (COSTRUZIONI INDUS;10;Società  per azioni;28.96.00;00438160475;CIMA IMPIANTI  S.P.A. (COSTRUZIONI INDUS;10;Società  per azioni;28.96.00
M1C2I5.01.01;E91B21010650006;80213330584;MINISTERO DEGLI AFFARI ESTERI E DELLA CO;38;Ministero;84.21.00;03305530408;GIDA PROFUMI - S.R.L.;11;Società  a responsabilità  limitata;46.45.00;03305530408;GIDA PROFUMI - S.R.L.;11;Società  a responsabilità  limitata;46.45.00
M1C2I5.01.01;E21B21006520006;80213330584;MINISTERO DEGLI AFFARI ESTERI E DELLA CO;38;Ministero;84.21.00;07445910966;BLOSSOM S.R.L.;11;Società  a responsabilità  limitata;73.11.01;07445910966;BLOSSOM S.R.L.;11;Società  a responsabilità  limitata;73.11.01
M1C2I5.01.01;E11B21010650006;80213330584;MINISTERO DEGLI AFFARI ESTERI E DELLA CO;38;Ministero;84.21.00;01415200193;SENSURE S.R.L.;11;Società  a responsabilità  limitata;33.20.08;01415200193;SENSURE S.R.L.;11;Società  a responsabilità  limitata;33.20.08
M1C2I5.01.01;E61B21011250006;80213330584;MINISTERO DEGLI AFFARI ESTERI E DELLA CO;38;Ministero;84.21.00;08391681213;BRUMA TRADING S.R.L.;11;Società  a responsabilità  limitata;46.44.10;08391681213;BRUMA TRADING S.R.L.;11;Società  a responsabilità  limitata;46.44.10
M1C2I5.01.01;E91B21006740006;80213330584;MINISTERO DEGLI AFFARI ESTERI E DELLA CO;38;Ministero;84.21.00;10105980964;TECNOEURO SOCIETA' A RESPONSABILITA' LIM;11;Società  a responsabilità  limitata;15.12.09;10105980964;TECNOEURO SOCIETA' A RESPONSABILITA' LIM;11;Società  a responsabilità  limitata;15.12.09
M1C2I5.01.01;E31B21013030006;80213330584;MINISTERO DEGLI AFFARI ESTERI E DELLA CO;38;Ministero;84.21.00;01234590162;LOSMA S.P.A.;10;Società  per azioni;28.29.10;01234590162;LOSMA S.P.A.;10;Società  per azioni;28.29.10
M1C2I5.01.01;E61B21007390006;80213330584;MINISTERO DEGLI AFFARI ESTERI E DELLA CO;38;Ministero;84.21.00;03860600406;IVISION S.R.L.;11;Società  a responsabilità  limitata;28.29.10;03860600406;IVISION S.R.L.;11;Società  a responsabilità  limitata;28.29.10
