CUP,CIG
I73H19000690002,8661166C47
I73H19000690002,8661169EC0
I73H19000690002,9178595036
I73H19000690002,9001298A16
I73H20000050002,8552369629
I73H20000050002,ZF32F8808B
I73H20000050002,Z682F88347
I73I22000050006,9326415122
I73I22000050006,ZD637267E9
I73I22000060006,939759765F
I73I22000060006,Z773722811
I73I22000060006,93769621D6
I74B19000140001,8428270C6B
I74B20000030002,Z432EBE186
I74B20000030002,8482579D9F
I74B20000060001,843706671D
I74C22000030007,Z693813575
I74C22000040007,Z413813576
I74D20000060001,8502097864
I74D20000060001,8506262576
I74D22000100001,91810699CF
I74D22000100001,9325818478
I74D22000120006,ZE33901620
I74D22000120006,Z2538FFF59
I74D22000120006,ZB039349C7
I74D22000180001,9309625196
I74D22000180001,ZB3364BDF8
I74D22000190001,9231559B79
I74D22000200001,9231652839
I74D22000360006,95593744FA
I74D22000360006,9538966BC1
I74D22000840006,92973049F7
I74D22000860002,ZE937EEB52
I74D22000860002,931974942C
I74D22000860002,938298080A
I74D22000880007,Z8D38F5844
I74D22000910001,93633619ED
I74D22000930006,938476483E
I74D22000960006,940079449F
I74D22001020006,940860634A
I74D22001730006,94945205C3
I74E20000640005,841329677D
I74E20000820001,8425054E7D
I74E20000820001,8385653BC2
I74E20000830001,84070683FC
I74E20000900001,8409267AA6
I74E20000920001,ZE32E37E48
I74E20000920001,8431336E8F
I74E20000930001,8810718281
I74E20000930001,ZB832DAD28
I74E20000930001,Y06312A02C
I74E20000940001,8431926574
I74E20000950005,8433720DE6
I74E20000960001,9452730F8D
I74E20000960001,93158377E2
I74E20000990001,8499357347
I74E21001190005,ZD6329B69D
I74E21001190005,ZC4329B7A5
I74E21001190005,ZC5319227C
I74E21001190005,Z1A329B7E8
I74E21003380005,883779397E
I74E21029490003,934696605B
I74E21029490003,9306769CBA
I74E21029490003,93622873A4
I74E21029490003,9361816EF2
I74E21029490003,9362700874
I74E22000070006,9499448879
I74E22000120006,9373061E9D
I74E22000150006,9269390E99
I74E22000150006,9351560F6D
I74E22000150006,93622873A4
I74E22000150006,9361139049
I74E22000150006,9119828026
I74E22000150006,9287644649
I74E22000150006,934693786A
I74E22000150006,9362700874
I74E22000150006,9241045F90
I74E22000160008,9362700874
I74E22000160008,934696605B
I74E22000160008,9361816EF2
I74E22000160008,93622873A4
I74E22000480006,9351492752
I74H19000090001,84282869A0
I74H20000290005,87446265A8
I74H20000430001,Z302D634D5
I74H20000430001,8417704D14
I74H20000430001,84190270DE
I74H20000450001,91234057F9
I74H20000450001,ZC33766A3E
I74H20000450001,93666281F3
I74H20000450001,9338749378
I74H20000450001,91231315DD
I74H20000450001,908674070F
I74H20000460001,84222325B6
I74H20000500001,Z7E31A648D
I74H20000500001,9462288F10
I74H20000510001,ZA63550786
I74H20000510001,Z6831A723B
I74H20000510001,94682929BA
I74H20000510001,Z43376F15D
I74H20000520001,ZF031A6EB0
I74H20000520001,946117154C
I74H20000580001,Z5D31468FD
I74H20000580001,91533363D2
I74H20000580001,Z40379DCA7
I74H20000580001,Z4B32EE9E2
I74H20000580001,ZDC32EE6CE
I74H20000580001,Z303146B91
I74H20000580001,8699929088
I74H20000590001,Z94323DD4C
I74H20000590001,ZC1323C526
I74H20000590001,Z59323C397
I74H20000590001,883260503B
I74H20000610002,9166223E7F
I74H20000610002,8752078B3C
I74H20000620001,8431750437
I74H20000630001,ZFA321A991
I74H20000630001,Z0632030FE
I74H20000630001,9171476D69
I74H20000630001,92851078AF
I74H20000630001,Z18322E818
I74H20000640001,Z5F37B46F5
I74H20000640001,8858793B3D
I74H20000640001,89794604CE
I74H20000640001,Z3A369E27B
I74H20000640001,ZA03588127
I74H20000650001,Z1636A66F2
I74H20000650001,89793298B2
I74H20000680001,8857165BC5
I74H20000680001,902110100D
I74H20000680001,8857148DBD
I74H20000680001,885715752D
I74H20000710001,87778227DC
I74H20000710001,8777843930
I74H20000710001,8777780534
I74H20000710001,8777804901
I74H20000710001,877787646D
I74H20000710001,8777762659
I74H22000050005,94057996E0
I74H22000300006,9305567CCE
I74H22000440002,9287025778
I74H22000460006,9270549B0A
I74H22000490006,9379709CB8
I74H22000520006,9402508B0D
I74H22000540006,9400848130
I74H22000580001,946935461F
I74I20000120005,8754167723
I74I20000120005,Z4937767A8
I74I20000120005,Z0C378513C
I74J22000010006,9362376D13
I74J22000040005,9424751E8D
I74J22000040005,9424709BE5
I74J22000040005,9424614D7F
I74J22000040005,9424672D5C
I74J22000190006,9383028FA4
I74J22000190006,ZA1363C8E7
I74J22000240006,9333038A98
I74J22000240006,ZEE35C0D80
I74J22000260006,9273129C1F
I74J22000300001,Z8136D2C3B
I74J22000300001,933504747B
I74J22000330006,9362939DAD
I74J22000370006,9353629AD3
I74J22000370006,93935033E6
I74J22000410006,9389692AF4
I74J22000420006,Z1B378DD90
I74J22000420006,940317517D
I74J22000430006,9406372FB8
I74J22000440006,938260201D
I74J22000450006,93825125D6
I74J22000450006,9402926401
I74J22000460006,9404577673
I74J22000460006,9395474E68
I74J22000470006,939976644A
I74J22000470006,9399754A61
I74J22000480006,9404337067
I74J22000480006,Z5A37ACDFE
I74J22000490006,9396755F85
I74J22000500006,9392116B4D
I74J22000530006,939540122E
I74J22000530006,9406797E71
I74J22000540001,9397962395
I74J22000550006,9405809F1E
I74J22000550006,9402467938
I75B18001500005,Z8636DD82E
I75B18001500005,Z79362E475
I75B18001500005,ZBD37075F5
I75B18001500005,Z4B3455978
I75B18001500005,ZF8344E943
I75B20000150001,ZD83153B9B
I75B20000150001,8825223468
I75C19000030006,9383168330
I75C20000050001,ZF9335D85E
I75C20000050001,88082448E3
I75D19000070001,8662540A24
I75D19000070001,Z68338EAD7
I75D19000070001,8949996A56
I75D19000070001,Z02334EF1D
I75E18000000006,8775827988
I75E22000010006,ZED355C834
I75E22000010006,947515486E
I75E22000080006,9448748982
I75E22000120006,ZBC386212E
I75E22000120006,Z4D38621A8
I75E22000120006,Z6F3862009
I75E22000160006,9428696614
I75E22000300006,954176840C
I75F17000010004,ZE121398EB
I75F20000180004,ZC932F0CD3
I75F20000180004,ZD032AC2A0
I75F20000180004,88578408CD
I75F21000130001,Z873141243
I75F21000130001,8735950DFC
I75F21000180005,8882888711
I75F21000180005,ZD63178F31
I75F21000180005,ZCD37BDA43
I75F21000190001,8792559937
I75F21000190001,8865852C82
I75F21000310005,88390327F3
I75F21000310005,Z1132069E2
I75F21000470001,8883731EB9
I75F21000470001,8836402D99
I75F21000550001,88553100FD
I75F21000550001,8855279766
I75F21000550001,8855231FC7
I75F21000570001,88952207C1
I75F21000620001,88545394BC
I75F21000780001,8893885A13
I75F21000790001,8894165126
I75F21000790001,8894142E27
I75F21000810001,ZA13301C6B
I75F21000810001,88950760EE
I75F21000820001,8897960CDE
I75F21000840001,89006676C3
I75F21001040001,8941374F3B
I75F21001310006,95207768E5
I75F21001310006,95210223E8
I75F22000380001,Z7D352E428
I75F22000720006,Z1436A48FE
I75F22000720006,92098787C0
I75F22000720006,ZBC36A492C
I75F22000770001,928044517D
I75F22000860006,9349900590
I75F22000860006,9373638AC6
I75F22000930006,9389082393
I75F22000930006,940209563D
I75F22000940001,9396151D16
I75F22001020006,9484430F38
I75H21000190005,ZF6327CE24
I75H21000190005,ZF23708A20
I75H21000190005,8978637DA2
I75H21000190005,ZC4341EC35
I75H21000190005,ZD236D86B2
I75H21000190005,Z6734763C3
I75H21000190005,Z6E370D070
I75H21000190005,ZC93400A2F
I75I22000000006,Z1535626F0
I75I22000000006,9566518C62
I75I22000000006,956607921F
I75I22000020006,9513316CB4
I75I22000020006,9513251712
I75I22000020006,9398168D91
I75I22000030006,ZAD38B8494
I75I22000030006,9339793102
I75J20000020005,Z403288189
I75J20000020005,8485749599
I75J20000020005,Z25349BAB0
I75J20000020005,8873121B14
I75J20000020005,Z6C3155662
I75J20000020005,Z2631A9177
I75J20000050001,Z1732157CB
I75J20000050001,83964498E7
I76B18000090002,9003762B71
I76B20000090002,Z6E2F3DDA0
I76B20000090002,85540755FF
I76B20000090002,ZE62F92C8B
I76B20000090002,ZDC2F3DED7
I76B20000090002,Z0332652E5
I76B20000090002,ZC42F907ED
I76B20000100002,8667796B87
I76B20000100002,8580255A69
I76B20000100002,Z6F32D3A60
I76B20000100002,ZAD2F92ED4
I76B20000100002,ZF32F388E0
I76B20000100002,ZD72DF467E
I76B20000100002,ZAB2F38819
I76B20000910002,8441122A3A
I76B20000910002,867032742F
I76C22000040007,936750125F
I76C22000070006,Z3F359893A
I76C22000080006,Z1C3598999
I76C22000090006,Z753598A0E
I76C22000120002,9348020623
I76D20000040001,8377165F3C
I76D20000040001,Z4B2C6C209
I76D21000000001,Z3331BF00E
I76D21000000001,88590997C3
I76D21000000001,Z7C31BF01F
I76E22000050006,955929756F
I76F22000010006,Z303560ED7
I76G19000870001,8443713465
I76G19000870001,8443714538
I76G19000880001,843708137F
I76G20000250001,8432629995
I76G20000260001,84360890E0
I76G20000260001,84362505BB
I76G20000280001,8414407C4F
I76G20000290001,8414430F49
I76G20000290001,84144228B1
I76G20000290001,8414419638
I76G20000300001,845143699C
I76G20000300001,84512922C9
I76G20000300001,Z842E135CF
I76G20000300001,Z682E13716
I76G20000310005,ZF32DD06A9
I76G20000310005,ZAC2E05A2E
I76G20000310005,8418851F9C
I76G20000330001,8427196622
I76G20000380001,84346182F7
I76G21002960006,Z7B392FCBE
I76G21002970006,94825217DF
I76G21002980006,Z203933F66
I76G21002990006,ZB73906B55
I76G21002990006,9482570051
I76G21003010006,945426524A
I76G21003010006,9281046173
I76G21003010006,9280050B83
I76G21003010006,Z5B35DD6FA
I76G21003010006,Z9C36D1909
I76G21003010006,90982300EA
I76G21003010006,9454221DF7
I76G21003010006,ZE134CE14D
I76G21003010006,91316869AB
I76G21003010006,Z39370FA0A
I76G22000370001,Z3A376E522
I76H22000000007,93609368C1
I76J11000250002,8954729C21
I76J11000250002,93418480D9
I76J11000250002,9426830236
I76J11000250002,Z80342ABB3
I76J12000370009,86533591C0
I76J12000370009,8998277D13
I76J12000370009,Z4E3653DA9
I76J12000370009,ZD536CF85B
I76J12000370009,ZCB32F21F4
I76J15000060006,9348592E28
I76J15000060006,9436886CAC
I76J19000000001,84121738C2
I76J19000010001,8411998858
I76J20000190001,Z692E11FD3
I76J20000190001,ZDD2DD3D85
I76J20000190001,Z052E11E5D
I76J20000190001,ZD12E2592C
I76J20000200001,842750337B
I76J20000240005,ZB02D06F73
I76J20000240005,840118907C
I76J20000250001,842733265D
I76J20000250001,842715437A
I76J20000250001,ZB62DE1F4D
I76J20000310005,8428106517
I76J20000310005,ZE32ED8CFE
I76J20000310005,Z162FA6DF6
I76J20000710005,Z3835849AB
I76J20000710005,ZD532933F1
I76J20000710005,8693197D18
I76J22000020006,ZB7375A4E0
I76J22000020006,Z62375A57F
I77B19000030001,837999704B
I77B20000000001,82305798A6
I77B20001120001,8783107130
I77B20001120001,93257815EF
I77B20001120001,ZAD38629E2
I77B20001120001,87861353F8
I77B20001120001,8800603756
I77B20001120001,9311805892
I77B20001170001,Z8C359680E
I77B20001170001,9015472AD7
I77B20001170001,Z1637AD914
I77B20001170001,Z62375AD57
I77B20001170001,ZA9372E21B
I77B20001170001,89704032BC
I77B20001180001,Z3A36A98D9
I77B20001180001,Z61359683B
I77B20001180001,93779110FA
I77B20001190001,9488574AF6
I77B20001190001,ZDC349E621
I77B20001190001,Z4B359682F
I77B20001230001,9326704F9B
I77B20001230001,9104356040
I77B20001230001,910437933A
I77B22000070006,9262079D5F
I77D11000010006,89490047B7
I77D11000010006,9150614D8B
I77D11000010006,9034998C34
I77D22000040006,Z633840672
I77D22000040006,9363014B92
I77E19000070004,9266772E28
I77E19000070004,Z323462F56
I77G22000020006,9463953D11
I77H14000990002,9480297C90
I77H16000530004,Z8836A6D29
I77H16000530004,Z4B36D8B7D
I77H16000530004,ZA81C8EF01
I77H16000530004,Z3336A64F5
I77H16000530004,Z0B37D5B43
I77H16000530004,Z263492FBB
I77H16000530004,9533732C85
I77H17000980001,8845938AF5
I77H17000980001,Z703290908
I77H17001000001,92270881E6
I77H17001000001,9356330FC1
I77H17001010001,92271851F2
I77H17001010001,9356692A7E
I77H18002130002,8361818680
I77H18002130002,ZA82CE95B0
I77H18002140002,Z6A2D90C49
I77H18002140002,ZD62CE9266
I77H18002150002,Z8F2D90C74
I77H18002150002,ZBC2CE9532
I77H18002160002,Z8A2CE9572
I77H18002160002,Z072D90C13
I77H18002170002,Z1D2CECA6D
I77H18002170002,8361854436
I77H19000940006,947795825F
I77H19001130001,9409846292
I77H19001130001,9533653B54
I77H19001130001,9410088A44
I77H19001130001,9410104779
I77H19001130001,92521435EF
I77H19001140001,9410112E11
I77H19001140001,953401888A
I77H19001140001,9252149AE1
I77H19001140001,9410117235
I77H19001150001,92521267E7
I77H19001150001,Z0B36A98ED
I77H19001210005,908134749E
I77H19001210005,ZF037213BC
I77H19001210005,8488765E78
I77H19001470004,91030824E8
I77H19001470004,9495054E6C
I77H19001490004,910536728D
I77H19001490004,Z023600854
I77H19001970003,841685614D
I77H19001970003,Z8F2DE7FA9
I77H19001990007,843080585F
I77H20000060005,9538021FE9
I77H20000060005,948897450F
I77H20000060005,857140532B
I77H20000120004,95001392B6
I77H20000120004,9307618959
I77H20000140004,95230594E4
I77H20000140004,9307618959
I77H20000170001,8434414A9C
I77H20000170001,8434421066
I77H20000170001,8434417D15
I77H20000170001,84344128F6
I77H20000170001,ZD82E32218
I77H20000170001,Z0E2E0EFC4
I77H20000170001,Z762E0EF5D
I77H20000170001,8434410750
I77H20000170001,Z8A2C9805D
I77H20000430001,Z9D2D2F948
I77H20000430001,8424532FB8
I77H20000570005,8361593CD1
I77H20000570005,8383853E59
I77H20000870001,842498558F
I77H20000880001,8398741C51
I77H20000880001,8398746075
I77H20000970001,8423632906
I77H20000970001,84121337C0
I77H20000980001,95132294EB
I77H20000980001,95440184CE
I77H20000990001,94579936BA
I77H20000990001,92889181A1
I77H20000990001,9521940975
I77H20001010005,8418837412
I77H20001080001,9181026654
I77H20001080001,9167427016
I77H20001080001,9301495C7C
I77H20001080001,918075892A
I77H20001130001,YAC30A69B0
I77H20001130001,ZEA32A7164
I77H20001130001,Z7432EC5DF
I77H20001130001,8868609FA7
I77H20001130001,9398109CE1
I77H20001130001,94384642E4
I77H20001140001,94259750A5
I77H20001140001,Z77368E54B
I77H20001140001,9439252D28
I77H20001150001,8436861DEF
I77H20001150001,Z762E45314
I77H20001190005,93051260E5
I77H20001190005,917655089D
I77H20001190005,9205830B3B
I77H20001190005,Z8335B431E
I77H20001200001,9201388994
I77H20001210001,94806808A1
I77H20001210001,9205257263
I77H20001220004,8986019975
I77H20001220004,9157148D92
I77H20001220004,8851743168
I77H20001220004,8790545B35
I77H20001220004,892917082E
I77H20001220004,89628444D9
I77H20001230006,843841505A
I77H20001250001,Z2E3815C76
I77H20001250001,Z5E37F6998
I77H20001250001,9371438349
I77H20001250001,ZEC36382EA
I77H20001250001,ZC737F6C67
I77H20001250001,92918927D8
I77H20001270001,9265430AB5
I77H20001270001,9461285360
I77H20001580001,8494653968
I77H21000300005,88853105C4
I77H21000300005,86569705A3
I77H21000300005,8887693448
I77H21000300005,8931339619
I77H21000300005,87933294A5
I77H21000300005,88852525E7
I77H21000300005,888939941E
I77H21000300005,8889371D00
I77H21000300005,Z0833BCACA
I77H21000300005,89020582A8
I77H21000340003,Z5130FE1C8
I77H21000340003,8784398A8B
I77H21000580001,8715984189
I77H21000580001,885469771E
I77H21000580001,87159250D9
I77H21000580001,Z773557A51
I77H21001020001,8899471BC9
I77H21001020001,889938225A
I77H21001020001,ZED32E69F7
I77H21001170001,8768774D35
I77H21002210001,8836529669
I77H21002210001,8836553A36
I77H21002840001,88774374C3
I77H21002860004,88878673DF
I77H21002870001,8887098944
I77H21002870001,8868760C44
I77H21002900001,887293626C
I77H21002940005,890840585C
I77H21003020001,8890100699
I77H21003050001,88933619A8
I77H21003070001,8899513E71
I77H21003070001,8899549C27
I77H21003070001,ZB732F5A55
I77H21003070001,Z7832F590A
I77H21003180001,890362609D
I77H21003180001,889990411F
I77H21004270001,89433405A3
I77H21004270001,894491488A
I77H21004270001,937372201B
I77H21006590001,9142744F03
I77H21006590001,93651069F2
I77H21006820001,Z43349D080
I77H21006820001,Z78356233A
I77H21006830001,Z973786121
I77H21006830001,Z91349D0EF
I77H21006830001,Z5137860E4
I77H21007290001,953348725A
I77H22001130001,9370884A1A
I77H22001140001,94538457B0
I77H22001140001,9327784ADB
I77H22001430001,9272001945
I77H22001520006,928226710D
I77H22001630006,Z85370A4A2
I77H22001630006,Z77370A2D2
I77H22001630006,ZCB370A2E9
I77H22001630006,Z11370A2C8
I77H22001630006,ZEC370A2FB
I77H22001630006,Z90370A2B2
I77H22001680006,9312522842
I77H22002160001,93734618B6
I77H22002280006,93963132C9
I77I22000000001,ZF636F06F0
I77I22000000001,9299459C53
I78B18000070006,Z623384B5E
I78B18000070006,Z1D3384F52
I78B18000070006,Z823384C26
I78B18000070006,Z543384E75
I78B18000070006,Z9A3384CBC
I78B18000070006,ZBA3384A93
I78B18000070006,9347420700
I78B20000150001,9452225ED0
I78B20000150001,9188682443
I78B20000150001,93859803B9
I78B20000150001,93860025E0
I78B20000150001,942580652D
I78B20000150001,9480760AA5
I78B20000150001,92977688DF
I78B20000150001,8859777744
I78B20000160001,ZB0345BC44
I78B20000160001,Z57354E386
I78B20000160001,ZA33158F5E
I78B20000160001,8732049AC8
I78B20000160001,Z24348B989
I78B20000170001,9109127167
I78B20000170001,Z7933C4278
I78B20000200001,91946977FE
I78B20000200001,9192241D3B
I78B20000200001,941870948C
I78E22000020001,933196337C
I78E22000020001,9303197906
I78E22000030001,9303197906
I78E22000030001,933196337C
I78E22000040001,9303197906
I78E22000040001,933196337C
I78E22000050001,9303197906
I78E22000050001,933196337C
I78E22000060001,9303197906
I78E22000060001,933196337C
I78E22000070001,9331958F58
I78E22000070001,9303197906
I78E22000080001,933192434D
I78E22000080001,9303197906
I78E22000090001,93319665F5
I78E22000090001,9303197906
I78E22000100001,93319665F5
I78E22000100001,9303197906
I78E22000140006,9295304784
I78E22000140006,92951719C2
I78E22000140006,9172363964
I78E22000140006,9295275F93
I78E22000750005,93443029F1
I78G20000010004,8602326FF8
I78G20000010004,9158357348
I78G20000010004,Z1B31A7502
I78G20000010004,9158699D7F
I78G20000010004,9158581C1F
I78H22000070006,Z04393F515
I78H22000180001,9388027CF3
I78H22000180001,9388436E77
I78H22000180001,9388553F04
I78H22000180001,9369357DFA
I78H22000180001,938566609B
I78H22000190001,93338909B0
I78H22000190001,9332993577
I78H22000190001,9333440657
I78H22000190001,9333703F5D
I78H22000190001,9333622C86
I78H22000190001,93337641B8
I78H22000200001,9409646D83
I78H22000200001,9402956CC0
I78H22000200001,9409738970
I78H22000200001,940335238D
I78H22000340006,956417708B
I78H22000340006,9564516849
I78H22000350006,Z1D3913CD3
I78I21000160001,Z8331A0F9E
I78I21000160001,Z5A3146056
I78I21000160001,873376962D
I78I21000160001,Z663146297
I78I21000260001,877898037A
I78I21000260001,8889691515
I78I21000370001,ZB3329329F
I78I21000370001,8880277C65
I78I22000020006,9559944B59
I78I22000160009,936097374A
I78I22000160009,931275153D
I78I22000160009,9362700874
I78I22000160009,93622873A4
I78I22000170006,93622873A4
I78I22000170006,936097374A
I78I22000170006,9362700874
I79D19000080001,842390497C
I79D19000080001,Z232D5AFE8
I79D20000010001,ZA32DC1A60
I79D20000010001,84347618F7
I79D20000110001,8415518126
I79D20000110001,Z2432D5C16
I79D20000190001,8434701774
I79E18000010001,9502886D98
I79E18000010001,9500810C6D
I79E20000000001,847797564A
I79G19000230001,8890925F66
I79G19000230001,88916158D0
I79H18000110001,94768120AA
I79H18000280005,ZE33366C5F
I79H18000280005,88932394FC
I79H18000280005,8385723588
I79H18000280005,8789646556
I79H18000280005,ZBA31711FD
I79H18000280005,Z772370814
I79H18000300004,Z4032B175A
I79H18000300004,Z6C32754A0
I79H18000300004,890367590A
I79H18000300004,Z6437E9D50
I79H18000300004,8871151165
I79H18000300004,8876786B88
I79H18000300004,833793599F
I79H18000300004,Z713242A25
I79H18000320005,842852922A
I79H18000320005,Z4D33EC495
I79I18000010004,87007917DE
I79I22000070001,91363545D4
I79I22000070001,9136383DC0
I79I22000100006,9373257060
I79I22000110005,9358060369
I79I22000130005,93580803EA
I79I22000430006,93764581EC
I79J17000190001,87444314BD
I79J19000380005,Z422CF791E
I79J19000380005,Z442DD31B2
I79J19000380005,841385659E
I79J20000020005,8433130706
I79J20000120001,ZD62D8654D
I79J20000120001,ZF22D86406
I79J20000120001,84181583BE
I79J20000130001,Z462D4D8D0
I79J20000130001,8358116783
I79J20000140007,Z852E02582
I79J20000140007,ZB12FF0B0B
I79J20000140007,ZD72F10210
I79J20000140007,8378448204
I79J20000140007,ZB32CD4C46
I79J20000230001,8427388494
I79J20000230001,842688015E
